This text was added by using code,Progress,Responsible,Notes,Feature Owner,Moderator,Code Collaborator ID,Test Type,Current,Reviewed By,Reviewed,Tested By,Tested,Approved By,Approved,Last Approved
Synchrowave\EventAnalytic.SL\Main\MainScreen\LeftPanel\SplitNodeControl.xaml.cs,150,,,erichewi,stango,,No UT Paperwork,'69f798,,,rilehudd,'69f798,stango,'69f798,
Synchrowave\EventAnalytic.SL\Main\MainScreen\LeftPanel\SplitNodeHorizontal.xaml,150,,,erichewi,stango,,No UT Paperwork,'be27fa,,,rilehudd,'be27fa,stango,'be27fa,
Synchrowave\EventAnalytic.SL\Main\MainScreen\LeftPanel\SplitNodeHorizontal.xaml.cs,150,,,erichewi,stango,,No UT Paperwork,'07ea0a,,,rilehudd,'07ea0a,stango,'07ea0a,'e2d8e2
Synchrowave\EventAnalytic.SL\Main\MainScreen\LeftPanel\SplitNodeVertical.xaml,150,,,erichewi,stango,,No UT Paperwork,'be27fa,,,rilehudd,'be27fa,stango,'be27fa,
Synchrowave\EventAnalytic.SL\Main\MainScreen\LeftPanel\SplitNodeVertical.xaml.cs,150,,,erichewi,stango,,No UT Paperwork,'07ea0a,,,rilehudd,'07ea0a,stango,'07ea0a,'e2d8e2
Synchrowave\EventAnalytic.SL\Main\MainScreen\RightPanel\RightPanelView.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'642e60,,,rilehudd,'642e60,willmorr,'642e60,'642e60
Synchrowave\EventAnalytic.SL\Main\MainScreen\RightPanel\RightPanelView.xaml.cs,150,,,erichewi,rilehudd,,No UT Paperwork,'933a44,,,willmorr,'933a44,rilehudd,'933a44,'933a44
Synchrowave\EventAnalytic.SL\Main\MainScreen\RightPanel\RightPanelVM.cs,150,,,erichewi,rilehudd,,No UT Paperwork,'15dd03,,,willmorr,'15dd03,rilehudd,'15dd03,'15dd03
Synchrowave\EventAnalytic.SL\Main\MainScreen\ScreenVM.cs,175,,,erichewi,rilehudd,,No UT Paperwork,'ebb3ef,,'a2356f,erichewi,'ebb3ef,rilehudd,'ebb3ef,'ebb3ef
Synchrowave\EventAnalytic.SL\Main\MainView.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'cb3564,,,willmorr,'cb3564,rilehudd,'cb3564,'cb3564
Synchrowave\EventAnalytic.SL\Main\MainView.xaml.cs,175,,,erichewi,willmorr,,No UT Paperwork,'580dd6,,'6da926,rilehudd,'580dd6,willmorr,'580dd6,'580dd6
Synchrowave\EventAnalytic.SL\Main\MainVM.cs,175,,,erichewi,rilehudd,,No UT Paperwork,'0b803b,,'a2356f,willmorr,'0b803b,rilehudd,'0b803b,'0b803b
Synchrowave\EventAnalytic.SL\Main\TimeManager.cs,150,,,erichewi,rilehudd,,No UT Paperwork,'4efc9f,,,erichewi,'4efc9f,rilehudd,'4efc9f,'4efc9f
Synchrowave\EventAnalytic.SL\ModuleSetup.cs,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\EventAnalytic.SL\Properties\AppManifest.xml,150,,,erichewi,stango,,No UT Paperwork,'d305e6,,,rilehudd,'d305e6,erichewi,'d305e6,'d305e6
Synchrowave\EventAnalytic.SL\Properties\AssemblyInfo.cs,0,,RecSharp-Auto: New Edits Detected 10/3/2014,erichewi,willmorr,,,'045446,,,erichewi,'045446,erichewi,'045446,'a0bd29
Synchrowave\EventAnalytic.SL\Properties\InBrowserSettings.xml,150,,,erichewi,stango,,No UT Paperwork,'b38338,,,rilehudd,'b38338,stango,'b38338,'b38338
Synchrowave\EventAnalytic.SL\Properties\OutOfBrowserSettings.xml,150,,,erichewi,erichewi,,No UT Paperwork,'06bbb4,,,rilehudd,'06bbb4,erichewi,'06bbb4,'06bbb4
Synchrowave\EventAnalytic.SL\Resource1.Designer.cs,150,,,erichewi,erichewi,,No UT Paperwork,'d99b6d,,,rilehudd,'d99b6d,erichewi,'d99b6d,'d99b6d
Synchrowave\EventAnalytic.SL\Resource1.resx,150,,,erichewi,erichewi,,No UT Paperwork,'d99b6d,,,rilehudd,'d99b6d,erichewi,'d99b6d,'d99b6d
Synchrowave\EventAnalytic.SL\Resources\ForceThisDirIntoSrcControl,150,,,erichewi,stango,,No UT Paperwork,'c4eaf6,,,rilehudd,'c4eaf6,stango,'c4eaf6,'c4eaf6
Synchrowave\EventAnalytic.SL\Resources\Scaling.config,150,,,erichewi,willmorr,,No UT Paperwork,'3c136a,,,rilehudd,'3c136a,willmorr,'3c136a,'3c136a
Synchrowave\EventAnalytic.SL\ScreenManager\ScreenManager.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'3e460b,,,willmorr,'3e460b,rilehudd,'3e460b,'3e460b
Synchrowave\EventAnalytic.SL\ScreenManager\ScreenManager.xaml.cs,150,,,erichewi,stango,,No UT Paperwork,'1c65a2,,,rilehudd,'1c65a2,stango,'1c65a2,
Synchrowave\EventAnalytic.SL\ScreenManager\ScreenManagerVM.cs,150,,,erichewi,stango,,No UT Paperwork,'85fa16,,,rilehudd,'85fa16,stango,'85fa16,'e2d8e2
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\MetroDark.MSControls.Core.Implicit.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'135b4d,,,erichewi,'135b4d,willmorr,'135b4d,'135b4d
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\MetroDark.MSControls.SDK.Implicit.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\MetroDark.MSControls.Toolkit.Implicit.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\SELChartStyle_Dark.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'3a069e,,,rilehudd,'3a069e,willmorr,'3a069e,'3a069e
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\Styles.Shared.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'ac44c3,,,rilehudd,'ac44c3,willmorr,'ac44c3,'ac44c3
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\Styles.SL.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\Theme.Colors.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Dark\WillsExtraStyles.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'080c20,,,willmorr,'080c20,rilehudd,'080c20,'080c20
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Metro.MSControls.Core.Implicit.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'135b4d,,,erichewi,'135b4d,willmorr,'135b4d,'135b4d
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Metro.MSControls.SDK.Implicit.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Metro.MSControls.Toolkit.Implicit.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\SELChartStyle_Light.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'3a069e,,,rilehudd,'3a069e,willmorr,'3a069e,'3a069e
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Styles.Shared.xaml,150,,,erichewi,willmorr,,No UT Paperwork,'ac44c3,,,rilehudd,'ac44c3,willmorr,'ac44c3,'ac44c3
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Styles.SL.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\EventAnalytic.SL\Themes\Metro\Light\Theme.Colors.xaml,150,,,erichewi,rilehudd,,No UT Paperwork,'dcb38d,,,willmorr,'dcb38d,rilehudd,'dcb38d,'dcb38d
Synchrowave\Services\ArchiveJanitor\app.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\ArchiveJanitor\Program.cs,175,,,erichewi,stango,,,'68dfe7,ericball,'68dfe7,ericball,'68dfe7,erichewi,'68dfe7,'68dfe7
Synchrowave\Services\ArchiveJanitor\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\DataIndexer\app.config,150,,,erichewi,stango,,No UT Paperwork,'9c4e50,,,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\DataIndexer.cs,175,,,erichewi,stango,,No UT Paperwork,'475e08,,'9c4e50,stango,'475e08,erichewi,'475e08,'475e08
Synchrowave\Services\DataIndexer\FileMonitor.cs,150,,,erichewi,stango,,No UT Paperwork,'9c4e50,,,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\HistoricIndexer.cs,0,stango,RecSharp-Auto: New Edits Detected 12/10/2014,erichewi,stango,,,'69e60d,,'9c4e50,,,,,'fd493c
Synchrowave\Services\DataIndexer\IndexDB.cs,175,,,erichewi,stango,,,'9c4e50,erichewi,'9c4e50,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\IndexDBExtensions.cs,175,,,erichewi,stango,,,'9c4e50,erichewi,'9c4e50,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\Program.cs,175,,,erichewi,stango,,No UT Paperwork,'cbc9e2,,'9c4e50,stango,'cbc9e2,erichewi,'cbc9e2,'cbc9e2
Synchrowave\Services\DataIndexer\Properties\AssemblyInfo.cs,175,,,erichewi,stango,,,'9c4e50,erichewi,'9c4e50,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\RealTimeIndexer.cs,175,,,erichewi,stango,,No UT Paperwork,'c22220,,'9c4e50,stango,'c22220,erichewi,'c22220,'c22220
Synchrowave\Services\DataIndexer\RealTimeProcessorControl.cs,175,,,erichewi,stango,,,'9c4e50,erichewi,'9c4e50,erichewi,'9c4e50,stango,'9c4e50,
Synchrowave\Services\DataIndexer\TestNew\DataIndexerTest\app.config,,stango,RecSharp-Auto: Moved/Added File 12/10/2014,erichewi,stango,,,'69e60d,,,,,,,
Synchrowave\Services\DataIndexer\TestNew\DataIndexerTest\DataIndexerTests.cs,,stango,RecSharp-Auto: Moved/Added File 12/10/2014,erichewi,stango,,,'69e60d,,,,,,,
Synchrowave\Services\DataIndexer\TestNew\DataIndexerTest\Properties\AssemblyInfo.cs,,stango,RecSharp-Auto: Moved/Added File 12/10/2014,erichewi,stango,,,'69e60d,,,,,,,
Synchrowave\Services\Historian\app.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Historian\Config.cs,0,,Reappeared due to merge issue.,erichewi,rilehudd,,,'0bf81b,,,erichewi,'0bf81b,erichewi,'0bf81b,'e2d8e2
Synchrowave\Services\Historian\Historian.cs,150,,,erichewi,stango,,No UT Paperwork,'6fdffa,,,stango,'6fdffa,erichewi,'6fdffa,'6fdffa
Synchrowave\Services\Historian\HistorianConnectionManager.cs,175,,,erichewi,stango,,No UT Paperwork,'6fdffa,,'7a82eb,stango,'6fdffa,erichewi,'6fdffa,'6fdffa
Synchrowave\Services\Historian\HistorianService.cs,175,,,erichewi,stango,,No UT Paperwork,'d7d5e7,,'f06a25,stango,'d7d5e7,erichewi,'d7d5e7,'d7d5e7
Synchrowave\Services\Historian\HistorianService.Designer.cs,150,,,erichewi,stango,,No UT Paperwork,'9c567b,,,stango,'9c567b,stango,'9c567b,
Synchrowave\Services\Historian\HistorianServiceInfo.cs,150,,"File reorganization, namespaces changes only.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Historian\MedianDictionary.cs,125,,,erichewi,stango,,,'4ef614,,'7a82eb,stango,'4ef614,erichewi,'4ef614,
Synchrowave\Services\Historian\Program.cs,0,,Changes since last approval are whitespace only.,erichewi,stango,,,'571b1a,,,erichewi,'571b1a,erichewi,'571b1a,'333007
Synchrowave\Services\Historian\Properties\AssemblyInfo.cs,0,rdlabs_build_user@STANGOVM.ad.selinc.com,RecSharp-Auto: New Edits Detected 12/10/2014,erichewi,rilehudd,,,'54a571,,,,,,,'05e89b
Synchrowave\Services\Historian\SynchrophasorTimestampDictionary.cs,175,,,erichewi,stango,,No UT Paperwork,'ad0408,,'32cd21,stango,'ad0408,erichewi,'ad0408,'ad0408
Synchrowave\Services\MainService\app.config,150,,"File reorganization, namespaces changes only.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\MainService\MainService.cs,175,,,erichewi,erichewi,,No UT Paperwork,'6ee86d,,'61cc3d,willmorr,'6ee86d,erichewi,'6ee86d,'6ee86d
Synchrowave\Services\MainService\MainService.Designer.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\MainService\MainService.resx,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\MainService\MainServiceInfo.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\MainService\Program.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\MainService\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\AdminSplashPage.html,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Alarms.svc,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\ClientBin\EventAnalytic.saproj,150,,,erichewi,rilehudd,,,'e734c9,,,erichewi,'e734c9,rilehudd,'e734c9,'e734c9
Synchrowave\Services\Web\ClientBin\ExampleFiles\BC_fault_311L.cev,150,,,erichewi,rilehudd,,No UT Paperwork,'71a64e,,,willmorr,'71a64e,rilehudd,'71a64e,'71a64e
Synchrowave\Services\Web\ClientBin\ExampleFiles\Harmonic_Test_50Hz.cfg,150,,,erichewi,rilehudd,,No UT Paperwork,'422d1f,,,willmorr,'422d1f,rilehudd,'422d1f,'422d1f
Synchrowave\Services\Web\ClientBin\ExampleFiles\Harmonic_Test_50Hz.dat,150,,,erichewi,rilehudd,,No UT Paperwork,'422d1f,,,willmorr,'422d1f,rilehudd,'422d1f,'422d1f
Synchrowave\Services\Web\ClientBin\ExampleFiles\Harmonic_Test_60Hz.cfg,150,,,erichewi,rilehudd,,No UT Paperwork,'422d1f,,,willmorr,'422d1f,rilehudd,'422d1f,'422d1f
Synchrowave\Services\Web\ClientBin\ExampleFiles\Harmonic_Test_60Hz.dat,150,,,erichewi,rilehudd,,No UT Paperwork,'422d1f,,,willmorr,'422d1f,rilehudd,'422d1f,'422d1f
Synchrowave\Services\Web\ClientBin\Help\5601-2015_IM.pdf,150,,,erichewi,rilehudd,,No UT Paperwork,'fdd0ec,,,willmorr,'fdd0ec,rilehudd,'fdd0ec,'fdd0ec
Synchrowave\Services\Web\ClientBin\Help\Ads.html,150,,,erichewi,rilehudd,,No UT Paperwork,'d55984,,,willmorr,'d55984,rilehudd,'d55984,'d55984
Synchrowave\Services\Web\ClientBin\Help\Calculations.html,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\ClientBin\Help\Central.html,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\ClientBin\Help\Differences.html,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\ClientBin\Help\EventTutorial.html,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\bjqs\bjqs-1.3.js,150,,,erichewi,erichewi,,No UT Paperwork,'6075f4,,,willmorr,'6075f4,erichewi,'6075f4,'6075f4
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\bjqs\bjqs.css,150,,,erichewi,erichewi,,No UT Paperwork,'6075f4,,,willmorr,'6075f4,erichewi,'6075f4,'6075f4
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\ektron.css,150,,"tutorial template files, changed for wix",erichewi,erichewi,,No UT Paperwork,'53e001,,,willmorr,'53e001,erichewi,'53e001,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\ektron.js,150,,,erichewi,erichewi,,No UT Paperwork,'7523d6,,,willmorr,'7523d6,erichewi,'7523d6,'7523d6
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.3.custom\css\sel-dark\jquery-ui-1.10.3.custom.css,150,,,erichewi,erichewi,,No UT Paperwork,'977475,,,willmorr,'977475,erichewi,'977475,'977475
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.3.custom\js\jquery-1.9.1.js,150,,,erichewi,erichewi,,No UT Paperwork,'977475,,,willmorr,'977475,erichewi,'977475,'977475
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.3.custom\js\jquery-ui-1.10.3.custom.js,150,,,erichewi,erichewi,,No UT Paperwork,'977475,,,willmorr,'977475,erichewi,'977475,'977475
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.4.custom\css\sel-dark\jquery-ui-1.10.4.custom.css,150,,,erichewi,rilehudd,,No UT Paperwork,'5545e0,,,willmorr,'5545e0,rilehudd,'5545e0,'5545e0
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.4.custom\js\jquery-1.10.2.js,150,,,erichewi,rilehudd,,No UT Paperwork,'5545e0,,,willmorr,'5545e0,rilehudd,'5545e0,'5545e0
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.4.custom\js\jquery-ui-1.10.4.custom.js,150,,,erichewi,rilehudd,,No UT Paperwork,'5545e0,,,willmorr,'5545e0,rilehudd,'5545e0,'5545e0
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\jquery-ui-1.10.4.custom\js\jquery-ui-1.10.4.custom.min.js,150,,,erichewi,rilehudd,,No UT Paperwork,'5545e0,,,willmorr,'5545e0,rilehudd,'5545e0,'5545e0
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\SEL.css,150,,RecSharp-Auto: Moved/Added File 8/2/2013,erichewi,erichewi,,No UT Paperwork,'7523d6,,,willmorr,'7523d6,erichewi,'7523d6,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\SEL.prod.min.4.css,150,,RecSharp-Auto: Moved/Added File 8/2/2013,erichewi,erichewi,,No UT Paperwork,'7523d6,,,willmorr,'7523d6,erichewi,'7523d6,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\Signika-Semibold.woff,150,,RecSharp-Auto: Moved/Added File 8/2/2013,erichewi,erichewi,,No UT Paperwork,'7523d6,,,willmorr,'7523d6,erichewi,'7523d6,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\WillsModifications.css,150,,,erichewi,rilehudd,,No UT Paperwork,'53cd10,,,willmorr,'53cd10,rilehudd,'53cd10,'53cd10
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\WorkArea\modal-close.gif,150,,tutorial template files,erichewi,erichewi,,No UT Paperwork,'53e001,,,willmorr,'53e001,erichewi,'53e001,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\WorkArea\modal-header-bg.gif,150,,tutorial template files,erichewi,erichewi,,No UT Paperwork,'53e001,,,willmorr,'53e001,erichewi,'53e001,
Synchrowave\Services\Web\ClientBin\Help\SEL-Template_files\WorkArea\over_tab.gif,150,,tutorial template files,erichewi,erichewi,,No UT Paperwork,'53e001,,,willmorr,'53e001,erichewi,'53e001,
Synchrowave\Services\Web\ClientBin\Help\third-party-licenses.html,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\ClientBin\Help\tutorial.pdf,150,,,erichewi,erichewi,,No UT Paperwork,'7523d6,,,willmorr,'7523d6,erichewi,'7523d6,'7523d6
Synchrowave\Services\Web\ClientBin\Logging.saproj,0,,No changes on this project.,erichewi,stango,,,'2fa4d2,,,erichewi,'2fa4d2,erichewi,'2fa4d2,
Synchrowave\Services\Web\ClientBin\PDF\tutorial.pdf,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\ClientBin\SynchroWAVeCentral.saproj,150,,,erichewi,stango,,No UT Paperwork,'3ad346,,,erichewi,'3ad346,stango,'3ad346,'3ad346
Synchrowave\Services\Web\ClientBin\Templates\SEL-Template.dwt,150,,,erichewi,rilehudd,,No UT Paperwork,'580dd6,,,willmorr,'580dd6,rilehudd,'580dd6,'580dd6
Synchrowave\Services\Web\config\applicationhost.config,175,,,erichewi,stango,,No UT Paperwork,'372762,,'066f83,rilehudd,'372762,stango,'372762,'372762
Synchrowave\Services\Web\config\aspnet.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\config\redirection.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\DataClient.cs,175,,,erichewi,stango,,Printed Changes Only,'df9bbc,,'139f3a,erichewi,'df9bbc,willmorr,'df9bbc,'df9bbc
Synchrowave\Services\Web\default.aspx,150,,,erichewi,stango,,No UT Paperwork,'c11abd,,,rilehudd,'c11abd,stango,'c11abd,'c11abd
Synchrowave\Services\Web\Event.svc,150,,,erichewi,stango,,,'029071,,,stango,'029071,erichewi,'029071,'029071
Synchrowave\Services\Web\EventViewer.aspx,150,,,willmorr,erichewi,,No UT Paperwork,'b9f833,,,rilehudd,'b9f833,willmorr,'b9f833,'b9f833
Synchrowave\Services\Web\ExportData.cs,150,,,erichewi,stango,,,'35a39c,,,stango,'35a39c,erichewi,'35a39c,'35a39c
Synchrowave\Services\Web\Global.asax,,rdlabs_build_user@STANGOVM.ad.selinc.com,RecSharp-Auto: Moved/Added File 12/10/2014,erichewi,stango,,,,,,,,,,
Synchrowave\Services\Web\Global.asax.cs,0,,All functionality is Debug only.,erichewi,stango,,,'27111a,,,dylapowe,'27111a,erichewi,'27111a,
Synchrowave\Services\Web\IWebService.cs,150,,,erichewi,rilehudd,,No UT Paperwork,'9c2f46,,,erichewi,'9c2f46,rilehudd,'9c2f46,'9c2f46
Synchrowave\Services\Web\IWebService.tt,175,,,erichewi,stango,,No UT Paperwork,'0f13bd,,'d48c75,rilehudd,'0f13bd,stango,'0f13bd,
Synchrowave\Services\Web\Logging.svc,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Logs.html,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Properties\AssemblyInfo.cs,0,rdlabs_build_user@STANGOVM.ad.selinc.com,Changed by build server to update version number.,erichewi,rilehudd,,,'54a571,,,,,,,'9c4e50
Synchrowave\Services\Web\Search.svc,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Silverlight.js,0,,No changes since previous project.,erichewi,stango,,,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\SilverlightFaultBehavior.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Web.config,175,,,erichewi,stango,,No UT Paperwork,'f3704b,,'029071,rilehudd,'f3704b,erichewi,'f3704b,'f3704b
Synchrowave\Services\Web\Web.Debug.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\Web.Release.config,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\WebConfigInstaller.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\WebConfigInstaller.Designer.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\WebDirectory.svc,150,,,erichewi,stango,,No UT Paperwork,'0f13bd,,,rilehudd,'0f13bd,willmorr,'0f13bd,
Synchrowave\Services\Web\WebDirectoryServiceContainers.cs,150,,,erichewi,stango,,No UT Paperwork,'f1f27d,,,rilehudd,'f1f27d,willmorr,'f1f27d,
Synchrowave\Services\Web\WebDirectory\DirectoryWebService.cs,175,,,erichewi,stango,,Printed Changes Only,'dd1989,,'4c2fd7,rilehudd,dd1989,willmorr,'dd1989,'dd1989
Synchrowave\Services\Web\WebDirectory\IDirectoryWebService.cs,150,,,erichewi,stango,,No UT Paperwork,'86d96c,,,rilehudd,'86d96c,willmorr,'86d96c,
Synchrowave\Services\Web\WebFileSystem.cs,150,,,erichewi,stango,,Automated,'04b346,,,rilehudd,'04b346,erichewi,'04b346,'04b346
Synchrowave\Services\Web\WebService.svc,150,,"Move only, no file content change.",erichewi,stango,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Services\Web\WebService.svc.cs,100,,,erichewi,stango,,,'366a63,,,,,erichewi,'366a63,'366a63
Synchrowave\Services\Web\WebServiceContainers.cs,175,,,erichewi,willmorr,,No UT Paperwork,'dc28d1,,'20a39c,erichewi,'dc28d1,willmorr,'dc28d1,'dc28d1
Synchrowave\Services\Web\WebServiceDefinition.tt,150,,Automatically Moved/Added 1/7/2013,erichewi,stango,,None.,'e2d8e2,,,erichewi,'e2d8e2,erichewi,'e2d8e2,
Synchrowave\Tools\IsLicensed\CheckLicense.cs,150,,,erichewi,willmorr,,No UT Paperwork,'781252,,,rilehudd,564930,willmorr,'781252,'781252
Synchrowave\Tools\IsLicensed\Program.cs,150,,,erichewi,erichewi,,No UT Paperwork,'2c469a,,,rilehudd,'2c469a,erichewi,'2c469a,'2c469a
Synchrowave\Tools\IsLicensed\Properties\AssemblyInfo.cs,150,,,erichewi,erichewi,,No UT Paperwork,'57e901,,,rilehudd,'57e901,erichewi,'57e901,'57e901
Synchrowave\Tools\NamedPipeConsoleClient\Program.cs,150,,,erichewi,erichewi,,No UT Paperwork,'3050c5,,,rilehudd,'652c06,erichewi,'3050c5,'3050c5
Synchrowave\Tools\NamedPipeConsoleClient\Properties\AssemblyInfo.cs,150,,,erichewi,stango,,No UT Paperwork,'35bce8,,,rilehudd,'35bce8,erichewi,'35bce8,'35bce8
